extract_record_id,source_id,source_row_number,source_line_number,source_row_sha256,source_cell,item_number,evidence_type,category_raw,technology_raw,resolution_status
XT000107,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,direct_technology,8,DIRECT,BI / Generative BI,"Power BI 실제 분석영역: 경영(전사/법인 실적, 계획 대비 실적), 재무·수익성(연결손익, 프로젝트/제품 수익성, 영업이익률, 매출차이), 생산(가동률, 수율, 제조원가, 생산계획), 품질(KPI, 글로벌 품질지표, Risk), 물류(Domestic/Import/Export, 물류비, 긴급물류비, 환율·수량·단가 차이), 영업·판매(POS·온/오프라인·매장별 판매, 수주잔량, Rolling Plan, Forecast), HR(구성원, 입퇴사, 휴가, 근로시간, 인건비, 평가), 고객·CRM(방문패턴, 객실선호, 서비스 이용, 판매원 실적), 게임(DAU, BU, 복귀율, 프로젝트 수익성)",unresolved
XT000108,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,direct_technology,9,DIRECT,BI / Generative BI,"확인 효과 (보고 자동화, 작성시간 단축, 데이터 오류 감소·정합성 향상, 분석 적시성·의사결정 속도 향상, Self-Service 분석)",unresolved
XT000109,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,direct_technology,10,DIRECT,BI / Generative BI,Brain Portal/Embedded BI와 결합해 BI 콘텐츠를 Portal·업무시스템·모바일에 제공,unresolved
XT000110,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,indirect_technology,1,INDIRECT,BI / Generative BI,Semantic Model (Power BI/BI에서 비즈니스 의미를 일관되게 표현하는 계층과 밀접하나 자료에 직접 명시되지 않음),unresolved
XT000111,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,indirect_technology,2,INDIRECT,BI / Generative BI,Natural Language to Query/NL2SQL (자연어로 Data Insight를 얻는 구현 방식 중 하나이나 구체 방식은 자료에 없음),unresolved
XT000112,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,indirect_technology,3,INDIRECT,BI / Generative BI,KPI/Metric Layer (데이터 기반 의사결정을 위한 일관된 지표 정의와 밀접),unresolved
XT000113,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,indirect_technology,4,INDIRECT,BI / Generative BI,Dashboard/Report Design (BI 시각화·사용성 구현과 밀접하나 구체 화면 설계는 자료에 없음),unresolved
XT000114,SRC001,8,10,50d46f0e4656554b2e358a37f0d3355b59405a41cfcd17d4bbd7c2b7e6837329,indirect_technology,5,INDIRECT,BI / Generative BI,Row-Level/Hierarchical BI Security (Embedded BI에서 본인·하위조직 실적만 보도록 권한 통제한 사례와 밀접; 구체 구현기술은 자료에 없음),unresolved
XT000115,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,1,DIRECT,BI Delivery / Portal / Embedded BI,Brain Portal (Enterprise BI Portal: 여러 BI 보고서·데이터·사용자를 통합 관리·배포),unresolved
XT000116,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,2,DIRECT,BI Delivery / Portal / Embedded BI,"사용자 관리 (등록·미등록 사용자, 사용자별 보고서, 조직/계층별 접근제어)",unresolved
XT000117,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,3,DIRECT,BI Delivery / Portal / Embedded BI,콘텐츠 관리 (보고서 등록·수정·사전검토·신규 콘텐츠 생성·공유),unresolved
XT000118,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,4,DIRECT,BI Delivery / Portal / Embedded BI,"데이터 접근 (Portal 조회, 모바일 보고서, Embedded BI, 사용자별 보고서)",unresolved
XT000119,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,5,DIRECT,BI Delivery / Portal / Embedded BI,"운영관리 (로그·권한·보고서 관리, 자동화 기능)",unresolved
XT000120,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,6,DIRECT,BI Delivery / Portal / Embedded BI,"SK텔레콤: 데이터 문의 채널 통합, 요청 유형 자동분류, AI 기반 검색·요약",unresolved
XT000121,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,7,DIRECT,BI Delivery / Portal / Embedded BI,Embedded BI (기존 업무시스템/Portal/App 내부에 BI 삽입; 사내·판매원·협력사·외부·글로벌 사용자),unresolved
XT000122,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,8,DIRECT,BI Delivery / Portal / Embedded BI,"한국암웨이: 수만 명 판매사 대상, 본인/하위조직 실적만 조회하도록 권한 통제",unresolved
XT000123,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,9,DIRECT,BI Delivery / Portal / Embedded BI,Power BI Mobile / Teams 사용자 접점,unresolved
XT000124,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,10,DIRECT,BI Delivery / Portal / Embedded BI,"Brain Portal 실제 업무 (사내 데이터 Portal, 경영 Dashboard Portal, 모바일 보고, 사용자별 보고)",unresolved
XT000125,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,11,DIRECT,BI Delivery / Portal / Embedded BI,"Brain Portal 확인 효과 (BI 접근성 향상, 보고서 관리 중앙화, Self-Service 환경 확대)",unresolved
XT000126,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,12,DIRECT,BI Delivery / Portal / Embedded BI,"Embedded BI 핵심 기능 (Embedded Dashboard, 사용자별 화면, 권한 제어)",unresolved
XT000127,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,direct_technology,13,DIRECT,BI Delivery / Portal / Embedded BI,"Embedded BI 확인 효과 (대규모 사용자에게 BI 제공, 별도 BI 접속 없이 업무시스템 안에서 분석)",unresolved
XT000128,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,indirect_technology,1,INDIRECT,BI Delivery / Portal / Embedded BI,Embedding SDK/API (업무시스템 내부 BI 삽입과 밀접하지만 구체 SDK는 자료에 없음),unresolved
XT000129,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,indirect_technology,2,INDIRECT,BI Delivery / Portal / Embedded BI,SSO/Federated Identity (Portal·외부/대규모 사용자 접근과 밀접하나 인증 방식은 자료에 없음),unresolved
XT000130,SRC001,9,11,97a23278796dd2a142ba967fca876c5fbca63d49ac2892ad5d92daba72ddb9ad,indirect_technology,3,INDIRECT,BI Delivery / Portal / Embedded BI,Content Approval Workflow (보고서 사전검토·배포와 밀접),unresolved
XT000131,SRC001,10,12,b7df227475f8c0d86280c84400b1e37b382bf768f8ee4e06d05be7f5b9427b2c,direct_technology,1,DIRECT,Reporting / SSRS,SSRS / SQL Server Reporting Services (한무컨벤션 사례),unresolved
XT000132,SRC001,10,12,b7df227475f8c0d86280c84400b1e37b382bf768f8ee4e06d05be7f5b9427b2c,direct_technology,2,DIRECT,Reporting / SSRS,"Paginated/정형 Report (정해진 형식, 표 중심, 정기 보고서, 출력 중심)",unresolved
XT000133,SRC001,10,12,b7df227475f8c0d86280c84400b1e37b382bf768f8ee4e06d05be7f5b9427b2c,direct_technology,3,DIRECT,Reporting / SSRS,호텔·경영 보고,unresolved
XT000134,SRC001,10,12,b7df227475f8c0d86280c84400b1e37b382bf768f8ee4e06d05be7f5b9427b2c,direct_technology,4,DIRECT,Reporting / SSRS,정형 보고 자동화,unresolved
XT000135,SRC001,10,12,b7df227475f8c0d86280c84400b1e37b382bf768f8ee4e06d05be7f5b9427b2c,indirect_technology,1,INDIRECT,Reporting / SSRS,Report Scheduling/Subscription (정기 보고서 배포와 밀접하지만 자료에 기능명이 직접 명시되지 않음),unresolved
XT000136,SRC001,10,12,b7df227475f8c0d86280c84400b1e37b382bf768f8ee4e06d05be7f5b9427b2c,indirect_technology,2,INDIRECT,Reporting / SSRS,Print/PDF Export (출력 중심 Reporting과 밀접하나 구체 포맷은 자료에 없음),unresolved
XT000137,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,direct_technology,1,DIRECT,Computer Vision,"Computer Vision (Deep Learning, 이상 탐지)",unresolved
XT000138,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,direct_technology,2,DIRECT,Computer Vision,딥러닝 기반 Computer Vision (이상 탐지 시스템 개발·배포),unresolved
XT000139,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,direct_technology,3,DIRECT,Computer Vision,"Anomaly Detection (CV, Deep Learning, 모델 배포)",unresolved
XT000140,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,indirect_technology,1,INDIRECT,Computer Vision,Image Preprocessing (CV 입력 데이터 준비에 필요),unresolved
XT000141,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,indirect_technology,2,INDIRECT,Computer Vision,Image Dataset Management (학습·검증용 이미지 관리 필요),unresolved
XT000142,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,indirect_technology,3,INDIRECT,Computer Vision,CV Evaluation Metrics (이상 탐지 정확도 평가 필요),unresolved
XT000143,SRC001,12,14,9fcc8c226e87fa6cb2348741b5031cdf71f7c48e14f76fa0b39dc88177363271,direct_technology,1,DIRECT,Anomaly Detection,"이상 탐지 (Computer Vision, Deep Learning, 개발부터 배포)",unresolved
XT000144,SRC001,12,14,9fcc8c226e87fa6cb2348741b5031cdf71f7c48e14f76fa0b39dc88177363271,direct_technology,2,DIRECT,Anomaly Detection,"이상 탐지 시스템 (Spark, Databricks, MLflow, 모델 최적화·배포)",unresolved
XT000145,SRC001,12,14,9fcc8c226e87fa6cb2348741b5031cdf71f7c48e14f76fa0b39dc88177363271,indirect_technology,1,INDIRECT,Anomaly Detection,Anomaly Score (이상 정도를 수치화하는 구조와 밀접),unresolved
XT000146,SRC001,12,14,9fcc8c226e87fa6cb2348741b5031cdf71f7c48e14f76fa0b39dc88177363271,indirect_technology,2,INDIRECT,Anomaly Detection,Thresholding (정상/이상 판정 기준 필요),unresolved
XT000147,SRC001,12,14,9fcc8c226e87fa6cb2348741b5031cdf71f7c48e14f76fa0b39dc88177363271,indirect_technology,3,INDIRECT,Anomaly Detection,False Positive/Negative Evaluation (이상 탐지 시스템 품질 판단에 필요),unresolved
XT000148,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,1,DIRECT,Data Engineering,"Apache Spark (데이터 로딩, 변환, 필터링, 집계, SQL, 분산처리, 메모리, 클러스터)",unresolved
XT000149,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,2,DIRECT,Data Engineering,"Databricks (Spark, 데이터 처리, AI 모델 개발)",unresolved
XT000150,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,3,DIRECT,Data Engineering,SQL (Spark 데이터 처리),unresolved
XT000151,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,4,DIRECT,Data Engineering,Data Loading (Spark),unresolved
XT000152,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,5,DIRECT,Data Engineering,Transformation (Spark),unresolved
XT000153,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,6,DIRECT,Data Engineering,Filtering (Spark),unresolved
XT000154,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,7,DIRECT,Data Engineering,Aggregation (Spark),unresolved
XT000155,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,8,DIRECT,Data Engineering,"Snowflake (Data Platform, Multi-Cloud 환경, 데이터 분석 기반)",unresolved
XT000156,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,9,DIRECT,Data Engineering,"Microsoft Fabric (Data Platform, 데이터 분석·BI 연계; 메인페이지에서는 Databricks·Snowflake와 함께 Multi-Cloud 환경 제공 구성으로 제시)",unresolved
XT000157,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,10,DIRECT,Data Engineering,데이터 수집·분석 (비즈니스 맞춤형 Data Platform의 직접 처리 범위),unresolved
XT000158,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,11,DIRECT,Data Engineering,AI를 위한 데이터 환경 통합 설계 (Data Platform → Generative AI/Analytics 연계),unresolved
XT000159,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,12,DIRECT,Data Engineering,"Azure Data Factory / ADF (ERP·MES·CRM·POS·HR·Legacy DB 등 다중 원천 수집, 데이터 이동 자동화, 정기 ETL/ELT; OCI·태림포장 수동 수집 자동화 사례)",unresolved
XT000160,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,13,DIRECT,Data Engineering,"SSIS (Microsoft On-Premise ETL 계층, 게임·호텔 분석 데이터 준비)",unresolved
XT000161,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,14,DIRECT,Data Engineering,Azure Data Lake Gen2 (분산된 ERP·CRM·MES·HR·매출·생산 데이터 중앙집중 저장),unresolved
XT000162,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,15,DIRECT,Data Engineering,"Synapse Analytics (Data Mart, 전사 통합 분석, 다차원 분석, 대규모 데이터 처리, BI용 데이터 제공)",unresolved
XT000163,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,direct_technology,16,DIRECT,Data Engineering,Azure SQL DB / Cosmos DB (AI·BI 서비스용 정형/비정형 Data Backend),unresolved
XT000164,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,1,INDIRECT,Data Engineering,ETL/ELT (자료의 Loading·Transformation·Processing 흐름을 포괄하는 데이터 처리 구조),unresolved
XT000165,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,2,INDIRECT,Data Engineering,Data Schema (SQL·Spark 데이터 처리에 필수적인 구조 개념),unresolved
XT000166,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,3,INDIRECT,Data Engineering,Data Quality Validation (모델 및 분석 전 데이터 정상성 검증과 밀접),unresolved
XT000167,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,4,INDIRECT,Data Engineering,Lakehouse/Data Warehouse Architecture (Databricks·Snowflake·Fabric 기반 Data Platform 구성과 밀접하지만 구체 Architecture는 자료에 없음),unresolved
XT000168,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,5,INDIRECT,Data Engineering,Data Orchestration (수집부터 분석까지의 반복 데이터 흐름을 관리하는 계층과 밀접하나 구체 도구는 자료에 없음),unresolved
XT000169,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,6,INDIRECT,Data Engineering,CDC/Incremental Load (정기 ETL/ELT·데이터 이동 자동화와 밀접하지만 자료에 직접 명시되지 않음),unresolved
XT000170,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,indirect_technology,7,INDIRECT,Data Engineering,Data Reconciliation (수작업 수집 제거와 데이터 정합성 확보 효과를 지속 검증하는 방식과 밀접),unresolved
XT000171,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,direct_technology,1,DIRECT,Data Integration / ETL,"Azure Data Factory / ADF (Cloud 데이터 Integration, 다중 시스템 데이터 수집·이동 자동화, 정기 ETL/ELT; OCI·태림포장 사례)",unresolved
XT000172,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,direct_technology,2,DIRECT,Data Integration / ETL,"SSIS (Microsoft On-Premise ETL, 게임·호텔 분석 데이터 준비)",unresolved
XT000173,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,direct_technology,3,DIRECT,Data Integration / ETL,"ETL/ELT (Extract·Transform·Load, 분석 데이터 공급)",unresolved
XT000174,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,direct_technology,4,DIRECT,Data Integration / ETL,원천 시스템: ERP·MES·CRM·POS·SAP·HR·Excel·Legacy DB,unresolved
XT000175,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,direct_technology,5,DIRECT,Data Integration / ETL,"SSIS 확인 효과 (반복 데이터처리 자동화, 분석용 데이터 공급)",unresolved
XT000176,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,indirect_technology,1,INDIRECT,Data Integration / ETL,Pipeline Scheduling (정기 ETL/ELT 실행과 밀접),unresolved
XT000177,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,indirect_technology,2,INDIRECT,Data Integration / ETL,Incremental Load/CDC (반복 데이터 이동 효율화와 밀접하나 자료에 직접 명시되지 않음),unresolved
XT000178,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,indirect_technology,3,INDIRECT,Data Integration / ETL,Data Mapping (이기종 Source 간 필드·Schema 대응에 필요),unresolved
XT000179,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,direct_technology,1,DIRECT,Data Storage / Database,Azure Data Lake Gen2 (ERP·CRM·MES·HR·매출·생산 등 이기종 데이터 중앙집중 저장),unresolved
XT000180,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,direct_technology,2,DIRECT,Data Storage / Database,"Azure SQL DB (정형 데이터 저장·Query, AI/BI 서비스 Data Backend)",unresolved
XT000181,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,direct_technology,3,DIRECT,Data Storage / Database,"Cosmos DB (정형/비정형 데이터 저장·조회, AI/BI Data Backend)",unresolved
XT000182,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,direct_technology,4,DIRECT,Data Storage / Database,Data Lake / Data Warehouse (Azure Data Platform의 저장·통합 계층),unresolved
XT000183,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,direct_technology,5,DIRECT,Data Storage / Database,"DB 계층 실제 업무 (AI 데이터 분석, 수익성·경영·게임 데이터)",unresolved
XT000184,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,direct_technology,6,DIRECT,Data Storage / Database,DB 계층 역할 (AI/BI 서비스의 데이터 Backend 역할),unresolved
XT000185,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,indirect_technology,1,INDIRECT,Data Storage / Database,Storage Tiering/Partitioning (대규모 Data Lake/DB 운영과 밀접하나 자료에 구체 방식은 없음),unresolved
XT000186,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,indirect_technology,2,INDIRECT,Data Storage / Database,Backup/DR (기업 데이터 저장계층의 운영 안정성과 밀접하나 자료에 직접 명시되지 않음),unresolved
XT000187,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,1,DIRECT,Data Platform / Analytics Infrastructure,Data Platform (데이터 수집부터 분석·시각화까지 비즈니스 맞춤형 Platform 구현),unresolved
XT000188,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,2,DIRECT,Data Platform / Analytics Infrastructure,"Databricks (Multi-Cloud Data Platform, 구축 경험)",unresolved
XT000189,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,3,DIRECT,Data Platform / Analytics Infrastructure,"Snowflake (Multi-Cloud Data Platform, 구축 경험)",unresolved
XT000190,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,4,DIRECT,Data Platform / Analytics Infrastructure,Microsoft Fabric (Data Platform 구성 요소; Databricks·Snowflake와 함께 Multi-Cloud 환경 제공 맥락에서 제시),unresolved
XT000191,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,5,DIRECT,Data Platform / Analytics Infrastructure,Multi-Cloud Infrastructure (지속 가능한 AX 전환 지원),unresolved
XT000192,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,6,DIRECT,Data Platform / Analytics Infrastructure,실시간 분석 (End-to-End Roadmap의 분석 기능),unresolved
XT000193,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,7,DIRECT,Data Platform / Analytics Infrastructure,AI를 위한 데이터 환경 통합 설계,unresolved
XT000194,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,8,DIRECT,Data Platform / Analytics Infrastructure,전사적 데이터 활용 체계 구축,unresolved
XT000195,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,9,DIRECT,Data Platform / Analytics Infrastructure,Azure Data Platform (ERP·MES·CRM·POS·HR·Legacy DB 데이터를 수집·통합·저장해 BI/AI 분석기반 구축),unresolved
XT000196,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,10,DIRECT,Data Platform / Analytics Infrastructure,Azure Data Factory → Azure Data Lake Gen2 → Synapse Analytics/Azure SQL/Analysis Service → Power BI/Brain Portal/AI 구조,unresolved
XT000197,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,11,DIRECT,Data Platform / Analytics Infrastructure,"Data Lake, Data Warehouse, Data Mart, 통합 데이터 모델",unresolved
XT000198,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,12,DIRECT,Data Platform / Analytics Infrastructure,"Synapse Analytics (전사 통합·다차원·대규모 분석, BI 데이터 공급)",unresolved
XT000199,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,13,DIRECT,Data Platform / Analytics Infrastructure,"확인 효과 (데이터 정합성 확보, 수작업 데이터 수집 제거, 확장 가능한 분석 인프라 확보)",unresolved
XT000200,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,direct_technology,14,DIRECT,Data Platform / Analytics Infrastructure,"Azure Data Platform 실제 업무 (전사 데이터 통합, 경영정보, 생산·재고·HR·수익성 분석)",unresolved
XT000201,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,indirect_technology,1,INDIRECT,Data Platform / Analytics Infrastructure,Data Lake/Lakehouse/Data Warehouse (Databricks·Snowflake·Fabric 기반 Data Platform Architecture와 밀접하나 구체 구성은 자료에 없음),unresolved
XT000202,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,indirect_technology,2,INDIRECT,Data Platform / Analytics Infrastructure,Data Pipeline/Orchestration (수집부터 분석까지의 흐름을 자동화·관리하는 계층과 밀접),unresolved
XT000203,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,indirect_technology,3,INDIRECT,Data Platform / Analytics Infrastructure,"Storage Architecture / Storage Layer Design (Data Lake Gen2·Azure SQL·Cosmos DB는 직접 확인되지만, 고객별 구체 저장 아키텍처·배치 구조는 자료에 없음)",unresolved
XT000204,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,indirect_technology,4,INDIRECT,Data Platform / Analytics Infrastructure,Data Observability (전사 Data Platform의 상태·품질 모니터링과 밀접하나 자료에 직접 명시되지 않음),unresolved
XT000205,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,indirect_technology,5,INDIRECT,Data Platform / Analytics Infrastructure,Medallion/Lakehouse Layering (Data Lake·Data Warehouse·Data Mart를 계층적으로 운영하는 대표 방식과 밀접하지만 성취 자료에는 구체 패턴이 명시되지 않음),unresolved
XT000206,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,direct_technology,1,DIRECT,Semantic Modeling / OLAP,SSAS / SQL Server Analysis Services (넷마블: 게임 KPI 등 다차원 분석),unresolved
XT000207,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,direct_technology,2,DIRECT,Semantic Modeling / OLAP,Azure Analysis Service (모두투어·한국암웨이 등),unresolved
XT000208,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,direct_technology,3,DIRECT,Semantic Modeling / OLAP,"Semantic Model, OLAP, Measure/KPI, 집계, 다차원 분석",unresolved
XT000209,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,direct_technology,4,DIRECT,Semantic Modeling / OLAP,Data Mart (Synapse 기반 BI용 분석 구조),unresolved
XT000210,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,direct_technology,5,DIRECT,Semantic Modeling / OLAP,"확인 효과 (빠른 다차원 분석, BI 응답속도·분석 편의성 향상)",unresolved
XT000211,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,direct_technology,6,DIRECT,Semantic Modeling / OLAP,"실제 분석 업무 (게임 KPI, 판매분석, Transaction 분석)",unresolved
