extract_record_id,source_id,source_row_number,source_line_number,source_row_sha256,category_raw,direct_cell_raw,flow_cell_raw,indirect_cell_raw,company_resolution_status,usecase_resolution_status
XU00029,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,Low-code Development,"Microsoft Power Platform (Power Apps, Power Automate, Copilot Studio/PVA, PCF)  <br>  <br>Power Apps (Low-code, PCF)  <br>  <br>Mendix (Low-code 기술)  <br>  <br>Low-code (Power Apps, Mendix)  <br>  <br>Power Platform 기반 반복 업무 자동화 + 앱 개발 (현업 중심의 빠른 구현, AX 전환 속도 향상)  <br>  <br>Power Apps (현업 업무용 Low-Code Application, 건설현장 HSE Platform, 사용자 친화적 업무 UI, 현업용 업무 App)  <br>  <br>삼성물산: ERP Cloud 전환과 Power Apps를 결합해 현장업무 프로세스 개선  <br>  <br>Power Platform 적용 업무: 현장업무·HSE·일일보고·승인업무  <br>  <br>확인 효과 (개발시간 단축, 수작업 감소, 현업 중심 프로세스 혁신)",기존 원본 흐름: 업무 요구사항 → Low-code 적용 → Power Apps/Mendix Application 구성 → Workflow·AI·Custom 기능 연결 → 업무 시스템 제공  <br>  <br>통합 확장 흐름: 현업/비즈니스 요구사항 → Low-code 적용 → Power Apps/Mendix Application 구성 → Power Automate Workflow·AI·Custom 기능 연결 → 빠른 구현/검증 → 업무 시스템 제공 → AX 전환 확대  <br>  <br>현업 업무 요구/HSE·보고·승인 Process → Power Apps Low-Code UI/App → Power Automate Workflow/승인 → 필요 시 ERP·Data Platform·Power BI와 연동 → 현장 사용자 사용 → 프로세스 개선,Domain Model (Mendix Application의 Data 구조와 밀접)  <br>Microflow (Mendix Business Logic 구현에 밀접)  <br>API Connector (Low-code App과 외부 시스템 연동에 필요)  <br>Citizen Development Governance (현업 중심 Low-code 확산 시 권한·환경·배포 관리와 밀접하나 자료에는 구체 체계가 없음)  <br>  <br>Offline/Mobile Field App Pattern (건설현장 HSE·현업 App과 밀접하지만 오프라인 기능 여부는 자료에 없음),unresolved,unresolved
XU00030,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,Custom Low-code Extension,"PCF (Power Apps, Custom Development)  <br>  <br>Power Apps PCF 개발 (Power Platform, Low-code 확장)",Power Apps 기본 기능 → 기본 Component로 해결 불가능한 요구 → PCF Custom Component 개발 → Power Apps에 적용,TypeScript/JavaScript (PCF Component 구현의 핵심 Web 언어)  <br>HTML/CSS (Custom UI 표현)  <br>Node.js/npm (PCF 개발 Toolchain·Dependency 관리와 밀접)  <br>Power Platform CLI (PCF Build/Deploy Workflow와 밀접),unresolved,unresolved
XU00031,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,Conversational Application,"Copilot Studio (Power Platform, PVA, 대화형 기능)  <br>  <br>PVA / Power Virtual Agents (Power Platform, Bot)  <br>  <br>Teams AI Chatbot (OpenAI LLM, Q\&A, 분석)  <br>  <br>Q\&A Bot (사내 문서, LLM)  <br>  <br>GPT-4 기반 Microsoft Teams 챗봇 (기아 사내 문서검색)  <br>  <br>Private 통합 GPT (삼성물산·동국시스템즈)  <br>  <br>기업 데이터 자연어 Q&A 및 BXG 분석형 대화 인터페이스  <br>  <br>Teams 업무환경 내 AI 서비스 제공",사용자 대화 입력 → 질문/Topic 처리 → AI 또는 Workflow/Backend 실행 → 응답 생성 → Chat Interface 제공  <br>  <br>사용자 자연어 입력 → Teams/Private GPT/AI Interface → 문서 검색 또는 DB 분석형 처리 → GPT/Azure OpenAI 응답·그래프 → 사용자에게 업무환경 안에서 제공,Conversation Flow (대화 단계 구성에 필요)  <br>Topic/Intent 설계 (사용자 요청 유형 처리와 밀접)  <br>Action (대화에서 실제 업무 기능 호출)  <br>Connector/API Integration (Bot과 Backend·DB·업무 시스템 연결)  <br>  <br>Conversation Memory/Session Context (연속 질의형 Chat Interface와 밀접하지만 자료에 직접 명시되지 않음),unresolved,unresolved
XU00032,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,Mixed Reality,"HoloLens (MR, 미래 UX)  <br>  <br>Mixed Reality / MR (HoloLens, 현실·가상 융합, Meta-Solution)  <br>  <br>Meta-Solution (MR, Text, Image, 3D Model, 자료 공유)  <br>  <br>Meta-Call / Meta-Flow / MR Medical / MR Share (MR Solution 계열)",현실 환경 → HoloLens/MR → 현실 공간과 Virtual Content 결합 → Text·Image·3D 배치 → MR Solution에서 사용자에게 제공,Spatial Mapping (현실 공간을 인식해 가상 콘텐츠를 배치하기 위해 필요)  <br>Spatial Coordinate System (현실과 Virtual Object 위치 일치)  <br>Spatial Anchor (가상 Object의 위치 유지)  <br>3D Rendering (3D Model 표시에 필요)  <br>Unity/C#/OpenXR/MRTK (HoloLens/MR 구현에 매우 밀접하지만 실제 사용 여부는 자료로 확인 불가),unresolved,unresolved
XU00033,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,Spatial Content,"Text (MR Content, Meta-Solution)  <br>  <br>Image (MR Content, Meta-Solution)  <br>  <br>3D Model (MR Content, Meta-Solution)  <br>  <br>혼합현실 콘텐츠 제작 (Text/Image/3D 배치)",Digital Asset 준비 → Text/Image/3D Model 배치 → 현실 공간과 결합 → MR Content → 사용자 Interaction,3D Asset Optimization (HoloLens 같은 Device에서 3D Model을 원활히 실행하기 위해 중요)  <br>3D Coordinate/Transform (위치·회전·크기 조정 필요)  <br>Interaction Design (사용자가 MR Object를 선택·조작해야 함),unresolved,unresolved
XU00034,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,Performance Engineering,"검색 정확도 (RAG, LangChain, LlamaIndex, Qdrant)  <br>  <br>응답 품질 (Prompt, Parameter Tuning, LLM 후처리)  <br>  <br>Latency (LLM, Backend, asyncio)  <br>  <br>Token (LLM)  <br>  <br>Resource Usage (Backend 비동기 처리)  <br>  <br>Spark Memory (Spark 성능)  <br>  <br>Compute Resource (Spark, Cluster)  <br>  <br>Model Optimization (MLflow)  <br>  <br>실시간 분석 (Data Platform의 분석 요구; 처리 성능·지연 관리와 연결)  <br>  <br>SSAS / Azure Analysis Service의 집계·다차원/Semantic Model을 통한 BI 응답속도·분석 편의성 향상  <br>  <br>Embedded BI의 대규모 사용자 제공 (한국암웨이 수만 명 판매사 동시 분석환경)  <br>  <br>Azure OpenAI/GPT 문서검색의 검색·탐색시간 감소",기존 원본 흐름: 측정 대상 정의 → 검색/AI/Backend/Data Processing 성능 측정 → 병목 확인 → Prompt/Retrieval/Code/Memory/Resource 구조 개선 → 재측정  <br>  <br>통합 확장 흐름: 측정 대상 정의 → 검색/AI/Backend/Data Processing 및 실시간 Analytics 성능 측정 → 병목 확인 → Prompt/Retrieval/Code/Memory/Resource 구조 개선 → 재측정  <br>  <br>분석/검색/사용자 규모 요구 확인 → Semantic Model·집계/BI 구조 또는 AI Query 처리 → 응답속도·탐색시간·동시 사용자 처리 관점 측정 → 병목 개선 → 시스템 응답성·분석 적시성 향상,Profiling (성능 병목 지점을 찾기 위해 필요)  <br>Metrics (개선 전후 비교 필요)  <br>APM/Observability (Latency·Resource·Error 지속 측정에 밀접)  <br>Load Testing (Backend 처리 성능 검증과 밀접)  <br>  <br>BI Capacity/Concurrency Planning (수만 명 사용자 Embedded BI 제공과 밀접하나 구체 Capacity 구성은 자료에 없음),unresolved,unresolved
XU00035,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,Cost Optimization,성능 대비 비용 효율성 (BD팀 기술 도입 기준)  <br>  <br>Computing Resource 비용 (Spark)  <br>  <br>Cluster 비용 (Spark)  <br>  <br>운영 비용 (AI Model 구축·배포)  <br>  <br>개발·유지 비용 (고사양 Cluster)  <br>  <br>저비용 Computing Resource 활용 (Spark 원리·Memory 관리)  <br>  <br>운영 리포트 및 비용 최적화 지원 (Cloud/Data/AI 운영 단계)  <br>  <br>정기 리포트 제공 및 비용 절감 컨설팅,성능 문제 → 무조건 Hardware 증설하지 않음 → Spark/Memory/분산처리 구조 분석 → Resource 최적화 → 필요한 Cluster 수준 최소화 → 운영비 절감  <br>  <br>Cloud/Data/AI 운영 비용 확인 → 정기 운영 리포트/Cost Monitoring → 사용량·Resource 구조 분석 → Resource Right-sizing/최적화 → 비용 절감 Consulting → 지속적 비용 최적화,Cost Monitoring (Cloud/Cluster 비용을 지속적으로 측정해야 함)  <br>Resource Right-sizing (성능에 맞는 Compute 규모 선정)  <br>Autoscaling (수요에 따라 자원을 조정하는 방식과 밀접하지만 자료에는 없음)  <br>FinOps (Cloud 비용 가시화·최적화·운영 체계와 직접 밀접하나 자료에는 용어 자체가 명시되지 않음),unresolved,unresolved
XU00036,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,Technical R\&D,신규 기능 테스트 (Power Platform)  <br>  <br>최신 Library Review (AI Backend)  <br>  <br>최신 Paper Review (AI Backend)  <br>  <br>실험 기능 별도 Branch Test (Azure DevOps 개발 방식)  <br>  <br>기능 반영 (검증된 기술을 실제 기능에 적용)  <br>  <br>내부 기술 문서 정리 (Power Platform),신규 기술/논문/Library 탐색 → 실험 → 별도 Branch/기능 Test → 성능·적합성 확인 → 실제 기능 반영 → 내부 기술 문서화,PoC (신규 기술의 실무 적용 가능성을 검증하는 방식과 직접 연결)  <br>Benchmarking (기존 기술 대비 신규 기술의 효과 비교에 필요)  <br>Technical Documentation System (검증 결과의 조직 내 재사용에 밀접),unresolved,unresolved
XU00037,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,Technical Education,"Spark 교육 (동작 원리, Data Processing, 분산 최적화, SQL)  <br>  <br>Computer Vision 이상 탐지 교육 (Deep Learning, 개발, 배포)  <br>  <br>Databricks 교육 (Spark 데이터 처리)  <br>  <br>MLflow 교육 (Model Optimization, Deployment)  <br>  <br>향후 ML·DL·Generative AI·Speech Recognition·MLOps·AI Model Serving 교육 계획  <br>  <br>정기 무료 교육 프로그램 (매월 누구나 참여 가능한 실무 중심 Open Session)  <br>  <br>도입 후 고객 맞춤형 실무 교육 (고객사 환경에 최적화된 실습 중심 교육)  <br>  <br>AI 전략 수립·도입과 연계된 AI 교육 (AI Transformation의 전 과정 지원)",기존 원본 흐름: 실제 프로젝트 문제 경험 → 필요한 기술·최적화 전략 정리 → 원리 설명 → 실습 구성 → 개발부터 배포까지 과정화 → 교육 콘텐츠 제공  <br>  <br>통합 확장 흐름: 실제 프로젝트 문제 경험/도입 목적 파악 → 필요한 기술·최적화 전략 정리 → 원리 설명 → 정기 Open Session 또는 고객사 맞춤 Hands-on 실습 구성 → 개발부터 배포·운영 활용까지 과정화 → 교육 콘텐츠 제공 → 현업 적용 → 도입 후 지속 지원,Hands-on Lab Environment (실습 중심 강의 운영에 필요)  <br>Sample Dataset/Project (Spark·CV·ML 실습에 필요)  <br>Reproducible Environment (수강자가 동일한 결과를 재현하도록 하는 데 중요)  <br>Learning Path/Curriculum Management (정기·고객 맞춤형 교육을 체계적으로 운영하는 데 밀접하나 구체 시스템은 자료에 없음),unresolved,unresolved
XU00038,SRC001,38,40,ae19b581008872ab3803184797dae3b238f1c77e32577c8ad4dc6ff7810f8089,User-centered / Iterative Development,"사용자 니즈 기반 자동화 (메뉴, 휴가, 주간 업무, 생일)  <br>  <br>사용자 Feedback 기반 개선 (휴가 시스템)  <br>  <br>개발자가 선제적으로 개선 방향 제시 (운영 경험)  <br>  <br>실제 사용 여부 중시 (서비스 운영)  <br>  <br>비즈니스/고객 맞춤형 Platform·Consulting (기업 규모·도입 목적에 맞춘 적용)  <br>  <br>현업 중심의 빠른 구현 (Power Platform)  <br>  <br>누구나 쉽게 활용 가능한 BI 환경 (Generative BI, 자연어 기반 분석)  <br>  <br>도입 전·후 고객 맞춤형 지원 및 고객사 환경 최적화 교육  <br>  <br>Self-Service BI (사용자가 Power BI에서 직접 Drill-down·분석)  <br>  <br>데이터 Self-Service (Azure OpenAI + BXG로 비IT 현업이 기업 정형데이터 직접 분석)  <br>  <br>Brain Portal 사용자별 보고서·모바일 보고·데이터 조회  <br>  <br>Embedded BI로 협력사·판매원·외부/글로벌 사용자에게 기존 업무시스템 안에서 분석 제공  <br>  <br>Power Apps 사용자 친화적 현업 UI  <br>  <br>확인 효과 (정보 접근성·BI 접근성 향상, 분석시간 단축, 비IT 활용 증가, 현업 중심 프로세스 혁신)",기존 원본 흐름: 사용자 업무 관찰 → 반복·불편 지점 발견 → 기능 개발 → 실제 사용 → 사용자 반응/운영 문제 관찰 → 개발자가 개선 → 재배포  <br>  <br>통합 확장 흐름: 기업 규모·도입 목적/사용자 업무 관찰 → 반복·불편/의사결정 요구 발견 → 비즈니스 맞춤형 Data·AI·BI/Low-code 설계 → 빠른 구현 → 실제 사용 → 사용자 반응/운영 문제 관찰 → 개발자/컨설턴트 개선 → 교육·지원 → 재배포/확대  <br>  <br>사용자 역할/업무·권한 파악 → 사용자가 익숙한 Teams/Portal/업무시스템/Mobile/Power Apps Interface에 BI·AI 제공 → Self-Service 질의·Drill-down·업무처리 → 사용성과 접근성 향상 → Feedback 기반 개선·확대,Usage Analytics (사용자가 실제 기능을 쓰는지 정량 파악하는 데 필요)  <br>Product Analytics (기능별 사용성과 개선 포인트 파악)  <br>Feature Flag (실험 기능을 제한적으로 제공·검증하는 방식과 밀접)  <br>Adoption Analytics (도입 이후 실제 활용·정착 수준을 파악하는 데 밀접하나 구체 지표는 자료에 없음)  <br>  <br>Persona/Role-based UX (사용자별 보고서·판매원/협력사/현업 등 역할별 제공방식과 밀접하지만 명시적 UX 방법론은 자료에 없음),unresolved,unresolved
XU00039,SRC001,39,41,8ce6b28860dfac722b1281f1fee87e1c5dd56e8e5777c11477e47bb59eab5694,Reliability / Human-error Prevention,반복 업무 자동화 (사람의 주관이 필요 없는 업무)  <br>  <br>실수 방지 시스템 (자동화를 통한 Human Error 감소)  <br>  <br>누락 방지 (생일 공지 등)  <br>  <br>장애 대응 및 전담 기술지원 (Azure 및 Cloud 환경 실시간 대응 체계)  <br>  <br>Azure Data Platform을 통한 데이터 정합성 확보 및 수작업 데이터 수집 제거  <br>  <br>Power BI 전환을 통한 수작업 보고 데이터 오류 감소  <br>  <br>Power Platform 반복업무 자동화를 통한 수작업 감소  <br>  <br>Brain Portal 보고서 사전검토·로그·권한관리,기존 원본 흐름: 반복적·판단 불필요 업무 식별 → 사람이 하던 절차를 시스템화 → 자동 실행 → 누락/실수 감소  <br>  <br>통합 확장 흐름: 반복적·판단 불필요 업무 식별 → 시스템화/자동 실행 → 누락·실수 감소 + 운영 상태/장애 감지 → 전담 기술지원·실시간 대응 → 복구/재발 방지 → 운영 안정성 유지  <br>  <br>수동 수집/보고/업무 절차 → ADF/Power BI/Power Platform 자동화 → 데이터 정합성·오류/누락 감소 → Brain Portal 사전검토·로그·권한 통제 → 안정적 데이터/업무 서비스,Validation Rule (자동 처리 전 데이터 오류 검증에 필요)  <br>Retry Mechanism (자동화 실패 시 재실행에 밀접)  <br>Error Handling (자동화가 실패해도 전체 업무가 중단되지 않도록 필요)  <br>Alerting (자동화 실패를 담당자가 인지하기 위해 필요)  <br>Incident Management (장애 대응 절차·상태·담당자 관리를 위한 체계와 밀접하나 구체 방식은 자료에 없음)  <br>Root Cause Analysis (장애 원인 분석 및 재발 방지와 밀접하나 자료에 직접 명시되지 않음)  <br>  <br>Data Validation/Reconciliation Controls (정합성 확보·오류 감소를 유지하기 위한 검증 통제와 밀접),unresolved,unresolved
XU00040,SRC001,40,42,072d6b1bda463a134d2a336092dd0d8ebae1ff919e165351337c38d607854b78,Privacy / Enterprise Security / Data Handling,개인정보 제거를 통한 메시지 개선 (휴가 자동화에서 이름·휴대폰 번호 노출 부담 대응)  <br>  <br>사내 DB 데이터 활용 (휴가 등 내부 정보)  <br>  <br>보안 (Data & AI 구축 경험의 핵심 고려사항으로 명시)  <br>  <br>고객 환경별 커스터마이징 (보안·Data/AI 환경을 기업 요구에 맞게 설계)  <br>  <br>Azure 보안환경 Private GPT (삼성물산·동국시스템즈)  <br>  <br>Brain Portal 조직/계층별 접근제어·권한관리·사용자 관리·로그 관리  <br>  <br>Embedded BI 권한 통제 (한국암웨이: 본인 실적과 하위 조직 실적만 조회)  <br>  <br>기업 내부 정형/비정형 데이터의 AI·BI 활용,기업/사내 Data 환경 설계 → 보안 요구 고려 → 사내 Data 조회 → 업무에 필요한 데이터 선별 → 불필요한 개인정보 제거 → 최소화된 결과 생성 → Teams 전달(기존 휴가 자동화 사례) 또는 권한 있는 서비스·사용자에게 전달 → 고객 환경별 운영·지원  <br>  <br>기업 Data → Azure 보안환경/Portal 권한체계 → 사용자·조직·계층별 접근 범위 설정 → Private GPT/Embedded BI/Brain Portal/Power BI 서비스 → 허용된 데이터만 사용자에게 제공 → 로그/운영관리,PII Detection (개인정보 포함 여부 식별과 밀접)  <br>Data Minimization (자료에서 실제로 불필요한 개인정보를 제거함)  <br>Masking (일부 개인정보를 표시해야 할 경우 대안)  <br>Access Control (인사·휴가 정보 접근 제한 필요)  <br>Authentication/Authorization (사내 Data 접근권한 관리와 밀접)  <br>Security Policy/Cloud Security Control (보안이 구축 요소로 명시되지만 구체 보안 제품·정책은 자료에 없음)  <br>Audit/Compliance Logging (Enterprise Data/Cloud 보안 운영과 밀접하나 자료에 직접 명시되지 않음)  <br>  <br>Tenant/Workspace Isolation (Private GPT·기업 BI 서비스의 조직별 격리와 밀접하지만 자료에 상세 구현은 없음),unresolved,unresolved
XU00041,SRC001,41,43,352531d4fba77433b6f5d8b45f512b4bc0dda9dbbffa841c1729ae25f260ba38,Technology Partnership / Certification,Microsoft 2024 Data & AI Top Partner 선정  <br>  <br>Microsoft Specialization: Analytics on Azure 인증  <br>  <br>Microsoft Solutions Partner 3개 분야 자격 보유  <br>  <br>Databricks 공식 Partnership 기반 구축 경험  <br>  <br>Snowflake 공식 Partnership 기반 구축 경험  <br>  <br>Microsoft·Databricks·Snowflake 글로벌 Cloud/Data Platform Partnership 기반 기술지원 체계,글로벌 Vendor Partnership/Certification 확보 → Data/AI/Cloud Platform 전문성·구축 경험 축적 → 고객 환경에 맞는 Platform 선정·설계 → 구축/통합 → Vendor 생태계 기반 기술지원 → Enterprise AX 프로젝트 신뢰도 강화,Vendor Enablement/Partner Training (공식 Partner 역량 유지와 밀접하나 구체 프로그램은 자료에 없음)  <br>Escalation/Partner Support Channel (Vendor Partnership 기반 기술지원 시 활용 가능성이 높지만 실제 운영 방식은 자료에 없음)  <br>Certified Architecture Practice (Specialization/Partner 자격과 밀접하나 내부 표준은 자료에 없음),unresolved,unresolved
