TechnologyKey,TechnologyId,TechnologyName,CategoryName,ArchitectureLayer,LayerOrder,EvidenceType,SourceId
206,T0206,"HoloLens (MR, 미래 UX)",Mixed Reality,Unmapped,,,SRC001
207,T0207,Hybrid Connectivity (On-Premise ERP/Legacy와 Azure Cloud Data Platform을 연결하는 네트워크·통합 방식과 밀접하나 구체 기술은 자료에 없음),Cloud Engineering,Unmapped,,,SRC001
208,T0208,Hyperparameter Tuning (모델 최적화와 밀접),Machine Learning,Unmapped,,,SRC001
209,T0209,IAM (Cloud Resource 접근 제어),Cloud Engineering,Unmapped,,,SRC001
210,T0210,"Image (MR Content, Meta-Solution)",Spatial Content,Unmapped,,,SRC001
211,T0211,Image Dataset Management (학습·검증용 이미지 관리 필요),Computer Vision,Unmapped,,,SRC001
212,T0212,Image Preprocessing (CV 입력 데이터 준비에 필요),Computer Vision,Unmapped,,,SRC001
213,T0213,Incident Management (장애 대응 절차·담당자 관리와 밀접),Cloud Operations / Technical Support,Unmapped,,,SRC001
214,T0214,Incident Management (장애 대응 절차·상태·담당자 관리를 위한 체계와 밀접하나 구체 방식은 자료에 없음),Reliability / Human-error Prevention,Unmapped,,,SRC001
215,T0215,Incremental Load/CDC (반복 데이터 이동 효율화와 밀접하나 자료에 직접 명시되지 않음),Data Integration / ETL,Unmapped,,,SRC001
216,T0216,Inference (개발된 모델을 실제 배포 환경에서 실행해야 함),Deep Learning,Unmapped,,,SRC001
217,T0217,Integration Architecture (Data·AI·BI·Low-code를 End-to-End로 연결하기 위한 통합 설계와 밀접),Enterprise Integration,Unmapped,,,SRC001
218,T0218,Intent Classification (질문 의도를 처리경로에 연결하는 구조와 밀접; Brain Portal에는 요청 유형 자동분류가 직접 확인되나 LLM Prompt 구현 여부는 자료에 없음),Prompt Engineering,Unmapped,,,SRC001
219,T0219,Interaction Design (사용자가 MR Object를 선택·조작해야 함),Spatial Content,Unmapped,,,SRC001
220,T0220,JSON (API 데이터 교환에 일반적으로 필요),Backend Engineering,Unmapped,,,SRC001
221,T0221,KPI/Metric Layer (데이터 기반 의사결정을 위한 일관된 지표 정의와 밀접),BI / Generative BI,Unmapped,,,SRC001
222,T0222,KPI/ROI Measurement (비즈니스 성과를 확인하기 위한 지표 관리와 밀접하나 구체 지표는 자료에 없음),AI Transformation / AX Consulting,Unmapped,,,SRC001
223,T0223,LG전자 정형데이터 자연어 분석 업무 생산성 30% 이상 향상,Generative AI,Unmapped,,,SRC001
224,T0224,"LLM (OpenAI API, OpenAI LLM, RAG, Agentic RAG, Prompt Engineering, 질문 전처리, 응답 후처리, Parameter Tuning, Token, Latency)",AI / LLM Engineering,Unmapped,,,SRC001
225,T0225,"LLM (OpenAI, RAG, Prompt Engineering)",Generative AI,Unmapped,,,SRC001
226,T0226,LLM Evaluation (자료에서 응답 정확도·품질 개선을 반복하므로 비교 평가 필요),AI / LLM Engineering,Unmapped,,,SRC001
227,T0227,"LLM 응답 후처리 (출력 품질, 사용자 응답)",Prompt Engineering,Unmapped,,,SRC001
228,T0228,Lakehouse/Data Warehouse Architecture (Databricks·Snowflake·Fabric 기반 Data Platform 구성과 밀접하지만 구체 Architecture는 자료에 없음),Data Engineering,Unmapped,,,SRC001
229,T0229,"Latency (LLM, Backend, asyncio)",Performance Engineering,Unmapped,,,SRC001
230,T0230,"Latency (비동기 여부, LLM 서비스)",Async Programming,Unmapped,,,SRC001
231,T0231,Learning Path/Curriculum Management (정기·고객 맞춤형 교육을 체계적으로 운영하는 데 밀접하나 구체 시스템은 자료에 없음),Technical Education,Unmapped,,,SRC001
232,T0232,Load Testing (Backend 처리 성능 검증과 밀접),Performance Engineering,Unmapped,,,SRC001
233,T0233,Logging/Monitoring (운영 상태 파악),Cloud Engineering,Unmapped,,,SRC001
234,T0234,"Low-code (Power Apps, Mendix)",Low-code Development,Unmapped,,,SRC001
235,T0235,"MLOps (AI 모델 개발·배포, Azure/AWS)",MLOps,Unmapped,,,SRC001
236,T0236,"MLflow (Model Optimization, Deployment Strategy)",MLOps,Unmapped,,,SRC001
237,T0237,"MLflow 교육 (Model Optimization, Deployment)",Technical Education,Unmapped,,,SRC001
238,T0238,"Machine Learning (AI 솔루션 개발, 모델 개발, 향후 교육)",Machine Learning,Unmapped,,,SRC001
239,T0239,Masking (일부 개인정보를 표시해야 할 경우 대안),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
240,T0240,Medallion/Lakehouse Layering (Data Lake·Data Warehouse·Data Mart를 계층적으로 운영하는 대표 방식과 밀접하지만 성취 자료에는 구체 패턴이 명시되지 않음),Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
241,T0241,"Memory Management (Spark, Memory Overflow)",Distributed Computing,Unmapped,,,SRC001
242,T0242,"Memory Overflow (Spark 성능 문제, Cluster 비용)",Distributed Computing,Unmapped,,,SRC001
243,T0243,Mendix (Low-code 기술),Low-code Development,Unmapped,,,SRC001
244,T0244,Meta-Call / Meta-Flow / MR Medical / MR Share (MR Solution 계열),Mixed Reality,Unmapped,,,SRC001
245,T0245,"Meta-Solution (MR, Text, Image, 3D Model, 자료 공유)",Mixed Reality,Unmapped,,,SRC001
246,T0246,Metadata Filtering (문서 범위를 제한해 검색 정확도를 높이는 데 밀접),Information Retrieval / Search Engineering,Unmapped,,,SRC001
247,T0247,Metadata Management (Governance 운영에 필요한 핵심 영역),Data Governance,Unmapped,,,SRC001
248,T0248,Metrics (개선 전후 비교 필요),Performance Engineering,Unmapped,,,SRC001
249,T0249,Microflow (Mendix Business Logic 구현에 밀접),Low-code Development,Unmapped,,,SRC001
250,T0250,Microsoft 2024 Data & AI Top Partner 선정,Technology Partnership / Certification,Unmapped,,,SRC001
251,T0251,Microsoft Azure OpenAI (Azure 기반 Generative AI 연계),Cloud Engineering,Unmapped,,,SRC001
252,T0252,"Microsoft Azure OpenAI (Azure 기반 생성형 AI 연계, 기업 Data/AI 환경, Data Platform과의 연결 가능)",AI / LLM Engineering,Unmapped,,,SRC001
253,T0253,"Microsoft Azure OpenAI (생성형 AI 연계, Azure 기반 기업용 AI 환경)",Generative AI,Unmapped,,,SRC001
254,T0254,Microsoft Fabric (Data Platform 구성 요소; Databricks·Snowflake와 함께 Multi-Cloud 환경 제공 맥락에서 제시),Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
255,T0255,"Microsoft Fabric (Data Platform, 데이터 분석·BI 연계; 메인페이지에서는 Databricks·Snowflake와 함께 Multi-Cloud 환경 제공 구성으로 제시)",Data Engineering,Unmapped,,,SRC001
256,T0256,"Microsoft Fabric 연계 Data/BI 환경 (메인페이지의 Data Platform 축에서 직접 제시되며, Multi-Cloud는 개별 Fabric 속성이 아니라 회사의 환경 제공 맥락)",BI / Generative BI,Unmapped,,,SRC001
257,T0257,Microsoft Power BI (Data & AI Platform의 BI/시각화 축),BI / Generative BI,Unmapped,,,SRC001
258,T0258,"Microsoft Power Platform (Power Apps, Power Automate, Copilot Studio/PVA, PCF)",Low-code Development,Unmapped,,,SRC001
259,T0259,Microsoft Solutions Partner 3개 분야 자격 보유,Technology Partnership / Certification,Unmapped,,,SRC001
260,T0260,Microsoft Specialization: Analytics on Azure 인증,Technology Partnership / Certification,Unmapped,,,SRC001
261,T0261,"Microsoft Teams (업무 자동화, AI Chatbot, Notification)",Enterprise Integration,Unmapped,,,SRC001
262,T0262,Microsoft·Databricks·Snowflake 글로벌 Cloud/Data Platform Partnership 기반 기술지원 체계,Technology Partnership / Certification,Unmapped,,,SRC001
263,T0263,"Mixed Reality / MR (HoloLens, 현실·가상 융합, Meta-Solution)",Mixed Reality,Unmapped,,,SRC001
264,T0264,Model Artifact (학습 결과 저장),MLOps,Unmapped,,,SRC001
265,T0265,"Model Deployment (MLflow, AI Model)",MLOps,Unmapped,,,SRC001
266,T0266,"Model Deployment (MLflow, AI 모델, Databricks/Spark 데이터 처리)",Machine Learning,Unmapped,,,SRC001
267,T0267,Model Evaluation Metric (모델 최적화 판단에 필요),Deep Learning,Unmapped,,,SRC001
268,T0268,Model Monitoring (배포 이후 모델 성능 확인),MLOps,Unmapped,,,SRC001
269,T0269,Model Optimization (MLflow),MLOps,Unmapped,,,SRC001
270,T0270,"Model Optimization (MLflow, AI 모델, 성능)",Machine Learning,Unmapped,,,SRC001
271,T0271,"Model Optimization (MLflow, 배포)",Deep Learning,Unmapped,,,SRC001
272,T0272,Model Registry (모델 버전·배포 관리),MLOps,Unmapped,,,SRC001
273,T0273,Model Versioning (최적화·배포 이력 관리),MLOps,Unmapped,,,SRC001
274,T0274,Monitoring/Observability (실시간 대응과 운영 리포트 생성을 위해 밀접하나 구체 도구는 자료에 없음),Cloud Operations / Technical Support,Unmapped,,,SRC001
275,T0275,Multi-Cloud Infrastructure (지속 가능한 AX 전환 지원),Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
276,T0276,"Multi-Cloud 환경 제공 (Databricks, Snowflake, Microsoft Fabric 등을 활용하는 Data/AI Platform 제공 맥락)",Cloud Engineering,Unmapped,,,SRC001
277,T0277,Natural Language to Query/NL2SQL (자연어로 Data Insight를 얻는 구현 방식 중 하나이나 구체 방식은 자료에 없음),BI / Generative BI,Unmapped,,,SRC001
278,T0278,Node.js/npm (PCF 개발 Toolchain·Dependency 관리와 밀접),Custom Low-code Extension,Unmapped,,,SRC001
279,T0279,Notification Service (자동 공지·알림 구현),Enterprise Integration,Unmapped,,,SRC001
280,T0280,Offline/Mobile Field App Pattern (건설현장 HSE·현업 App과 밀접하지만 오프라인 기능 여부는 자료에 없음),Low-code Development,Unmapped,,,SRC001
281,T0281,"OpenAI API (LLM 연동, Prompt 구조 설계, 응답 최적화, Token·Latency 고려)",AI / LLM Engineering,Unmapped,,,SRC001
282,T0282,"OpenAI LLM (Teams AI 챗봇, 사내 문서 Q\&A, 미국 주식 차트 분석)",AI / LLM Engineering,Unmapped,,,SRC001
283,T0283,OpenAI LLM 연동 (Teams Chatbot),Enterprise Integration,Unmapped,,,SRC001
284,T0284,"PCF (Power Apps, Custom Development)",Custom Low-code Extension,Unmapped,,,SRC001
285,T0285,PII Detection (개인정보 포함 여부 식별과 밀접),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
286,T0286,PVA (대화형 Bot),Generative AI,Unmapped,,,SRC001
287,T0287,"PVA / Power Virtual Agents (Power Platform, Bot)",Conversational Application,Unmapped,,,SRC001
288,T0288,"Paginated/정형 Report (정해진 형식, 표 중심, 정기 보고서, 출력 중심)",Reporting / SSRS,Unmapped,,,SRC001
289,T0289,"Parameter Tuning (정확도, 응답 품질)",Prompt Engineering,Unmapped,,,SRC001
290,T0290,Partitioning (Spark 분산처리 단위),Distributed Computing,Unmapped,,,SRC001
291,T0291,Persona/Role-based UX (사용자별 보고서·판매원/협력사/현업 등 역할별 제공방식과 밀접하지만 명시적 UX 방법론은 자료에 없음),User-centered / Iterative Development,Unmapped,,,SRC001
292,T0292,Pipeline Scheduling (정기 ETL/ELT 실행과 밀접),Data Integration / ETL,Unmapped,,,SRC001
293,T0293,PoC (신규 기술의 실무 적용 가능성을 검증하는 방식과 직접 연결),Technical R\&D,Unmapped,,,SRC001
294,T0294,PoC/Pilot (기업 규모·도입 목적에 맞춘 단계적 검증과 밀접하나 메인페이지에는 직접 명시되지 않음),AI Transformation / AX Consulting,Unmapped,,,SRC001
295,T0295,"Power Apps (Low-code, PCF)",Low-code Development,Unmapped,,,SRC001
296,T0296,"Power Apps (현업 업무용 Low-Code Application, 건설현장 HSE Platform, 사용자 친화적 업무 UI, 현업용 업무 App)",Low-code Development,Unmapped,,,SRC001
297,T0297,"Power Apps PCF 개발 (Power Platform, Low-code 확장)",Custom Low-code Extension,Unmapped,,,SRC001
298,T0298,Power Apps 사용자 친화적 현업 UI,User-centered / Iterative Development,Unmapped,,,SRC001
299,T0299,Power Apps와 결합한 현장/일일보고/승인 프로세스,Workflow Automation,Unmapped,,,SRC001
300,T0300,"Power Automate (Power Platform, Workflow)",Workflow Automation,Unmapped,,,SRC001
301,T0301,"Power Automate (승인 프로세스, 반복업무, Workflow 자동화)",Workflow Automation,Unmapped,,,SRC001
302,T0302,"Power BI (Excel·PPT 수작업 보고를 자동 Dashboard로 전환, Dashboard·KPI·시각화·Drill-down·Self-Service BI·예측결과 표현)",BI / Generative BI,Unmapped,,,SRC001
303,T0303,Power BI Mobile / Teams 사용자 접점,BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
304,T0304,"Power BI 실제 분석영역: 경영(전사/법인 실적, 계획 대비 실적), 재무·수익성(연결손익, 프로젝트/제품 수익성, 영업이익률, 매출차이), 생산(가동률, 수율, 제조원가, 생산계획), 품질(KPI, 글로벌 품질지표, Risk), 물류(Domestic/Import/Export, 물류비, 긴급물류비, 환율·수량·단가 차이), 영업·판매(POS·온/오프라인·매장별 판매, 수주잔량, Rolling Plan, Forecast), HR(구성원, 입퇴사, 휴가, 근로시간, 인건비, 평가), 고객·CRM(방문패턴, 객실선호, 서비스 이용, 판매원 실적), 게임(DAU, BU, 복귀율, 프로젝트 수익성)",BI / Generative BI,Unmapped,,,SRC001
305,T0305,Power BI 전환을 통한 수작업 보고 데이터 오류 감소,Reliability / Human-error Prevention,Unmapped,,,SRC001
306,T0306,Power BI/Brain Portal/Embedded BI/Teams/Power BI Mobile 사용자 접점 통합,Enterprise Integration,Unmapped,,,SRC001
307,T0307,Power BI의 분석 자동화와 구별되는 '업무행위 자체의 자동화',Workflow Automation,Unmapped,,,SRC001
308,T0308,Power Platform CLI (PCF Build/Deploy Workflow와 밀접),Custom Low-code Extension,Unmapped,,,SRC001
309,T0309,"Power Platform 기반 반복 업무 자동화 (Low-Code, 앱 개발과 결합, 현업 중심 빠른 구현)",Workflow Automation,Unmapped,,,SRC001
310,T0310,"Power Platform 기반 반복 업무 자동화 + 앱 개발 (현업 중심의 빠른 구현, AX 전환 속도 향상)",Low-code Development,Unmapped,,,SRC001
311,T0311,Power Platform 및 Azure 기반 서비스 확장,Cloud Engineering,Unmapped,,,SRC001
312,T0312,Power Platform 반복업무 자동화를 통한 수작업 감소,Reliability / Human-error Prevention,Unmapped,,,SRC001
313,T0313,Power Platform 적용 업무: 현장업무·HSE·일일보고·승인업무,Low-code Development,Unmapped,,,SRC001
314,T0314,Power Platform을 결합한 현장업무 프로세스 개선,ERP Cloud Transformation,Unmapped,,,SRC001
315,T0315,Print/PDF Export (출력 중심 Reporting과 밀접하나 구체 포맷은 자료에 없음),Reporting / SSRS,Unmapped,,,SRC001
316,T0316,Private AI Deployment Pattern (Azure 보안환경 내부에서 기업 전용 GPT를 운영하는 배치·접근통제 패턴과 밀접하나 상세 Network/Endpoint 구성은 자료에 없음),Generative AI,Unmapped,,,SRC001
317,T0317,Private GPT (삼성물산·동국시스템즈: Azure 보안환경 내부 통합 GPT),AI / LLM Engineering,Unmapped,,,SRC001
318,T0318,Private 통합 GPT (삼성물산·동국시스템즈),Conversational Application,Unmapped,,,SRC001
319,T0319,Private 통합 GPT의 기업 내부 검색,Information Retrieval / Search Engineering,Unmapped,,,SRC001
320,T0320,Product Analytics (기능별 사용성과 개선 포인트 파악),User-centered / Iterative Development,Unmapped,,,SRC001
321,T0321,Profiling (성능 병목 지점을 찾기 위해 필요),Performance Engineering,Unmapped,,,SRC001
322,T0322,"Prompt Engineering (LLM, RAG, 출력 품질, Parameter Tuning)",Prompt Engineering,Unmapped,,,SRC001
323,T0323,Prompt Template (반복 가능한 Prompt 구조 관리에 필요),Prompt Engineering,Unmapped,,,SRC001
324,T0324,"Prompt 구조 설계 (OpenAI API, 비즈니스 요구, 응답 최적화)",Prompt Engineering,Unmapped,,,SRC001
325,T0325,Pull/Merge Request (Code Review 후 Branch 병합에 필요),DevOps / CI/CD,Unmapped,,,SRC001
326,T0326,"Python Backend (FastAPI, asyncio, LLM 연동)",Backend Engineering,Unmapped,,,SRC001
327,T0327,"Q\&A Bot (사내 문서, LLM)",Conversational Application,Unmapped,,,SRC001
328,T0328,"Qdrant (Vector DB, LangChain, LlamaIndex, RAG)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
329,T0329,"RAG (문서 검색, 검색 엔진, LangChain, LlamaIndex, Qdrant, Vector DB, Prompt Engineering)",AI / LLM Engineering,Unmapped,,,SRC001
330,T0330,REST API (Backend와 AI·외부 시스템 연동에 밀접),Backend Engineering,Unmapped,,,SRC001
331,T0331,RISE with SAP + Azure (삼성물산),ERP Cloud Transformation,Unmapped,,,SRC001
332,T0332,RISE with SAP + Azure (삼성물산: On-Premise ERP → 글로벌 표준 Cloud ERP),Cloud Engineering,Unmapped,,,SRC001
333,T0333,RISE with SAP + Azure + Power Platform 연계 (ERP Cloud 전환 후 현장업무 개선),Enterprise Integration,Unmapped,,,SRC001
334,T0334,"RISE with SAP + Azure 연계 사례 (삼성물산: 국내 맞춤형 On-Premise ERP → 글로벌 표준 Cloud ERP, 이후 Power Platform 현장업무 개선·Azure 서비스 확장 기반)",AI Transformation / AX Consulting,Unmapped,,,SRC001
335,T0335,RISE with SAP + Azure를 통한 IT 운영효율 향상,Cloud Operations / Technical Support,Unmapped,,,SRC001
336,T0336,Report Scheduling/Subscription (정기 보고서 배포와 밀접하지만 자료에 기능명이 직접 명시되지 않음),Reporting / SSRS,Unmapped,,,SRC001
337,T0337,Repository (공동 Code Base 관리),DevOps / CI/CD,Unmapped,,,SRC001
338,T0338,Reproducible Environment (수강자가 동일한 결과를 재현하도록 하는 데 중요),Technical Education,Unmapped,,,SRC001
339,T0339,Resource Right-sizing (성능에 맞는 Compute 규모 선정),Cost Optimization,Unmapped,,,SRC001
340,T0340,Resource Usage (Backend 비동기 처리),Performance Engineering,Unmapped,,,SRC001
341,T0341,Resource Usage (비동기 처리),Async Programming,Unmapped,,,SRC001
342,T0342,Retry Mechanism (자동화 실패 시 재실행에 밀접),Reliability / Human-error Prevention,Unmapped,,,SRC001
343,T0343,Root Cause Analysis (장애 원인 분석 및 재발 방지와 밀접하나 자료에 직접 명시되지 않음),Reliability / Human-error Prevention,Unmapped,,,SRC001
344,T0344,Root Cause Analysis (장애 재발 방지와 밀접하나 구체 프로세스는 자료에 없음),Cloud Operations / Technical Support,Unmapped,,,SRC001
345,T0345,Row-Level Security / Hierarchical Authorization (사용자·조직 계층에 따른 보고 범위 통제와 밀접하지만 자료에 구현기술명이 없음),Data Governance,Unmapped,,,SRC001
346,T0346,Row-Level/Hierarchical BI Security (Embedded BI에서 본인·하위조직 실적만 보도록 권한 통제한 사례와 밀접; 구체 구현기술은 자료에 없음),BI / Generative BI,Unmapped,,,SRC001
347,T0347,"SK텔레콤: 데이터 문의 채널 통합, 요청 유형 자동분류, AI 기반 검색·요약",BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
348,T0348,SLA/SLO (전담 기술지원의 서비스 수준을 정의하는 체계와 밀접하나 자료에는 없음),Cloud Operations / Technical Support,Unmapped,,,SRC001
349,T0349,SQL (Spark 데이터 처리),Data Engineering,Unmapped,,,SRC001
350,T0350,SSAS / Azure Analysis Service의 집계·다차원/Semantic Model을 통한 BI 응답속도·분석 편의성 향상,Performance Engineering,Unmapped,,,SRC001
351,T0351,SSAS / SQL Server Analysis Services (넷마블: 게임 KPI 등 다차원 분석),Semantic Modeling / OLAP,Unmapped,,,SRC001
352,T0352,"SSIS (Microsoft On-Premise ETL 계층, 게임·호텔 분석 데이터 준비)",Data Engineering,Unmapped,,,SRC001
353,T0353,"SSIS (Microsoft On-Premise ETL, 게임·호텔 분석 데이터 준비)",Data Integration / ETL,Unmapped,,,SRC001
354,T0354,"SSIS 확인 효과 (반복 데이터처리 자동화, 분석용 데이터 공급)",Data Integration / ETL,Unmapped,,,SRC001
355,T0355,SSO/Federated Identity (Portal·외부/대규모 사용자 접근과 밀접하나 인증 방식은 자료에 없음),BI Delivery / Portal / Embedded BI,Unmapped,,,SRC001
356,T0356,SSRS / SQL Server Reporting Services (한무컨벤션 사례),Reporting / SSRS,Unmapped,,,SRC001
357,T0357,Sample Dataset/Project (Spark·CV·ML 실습에 필요),Technical Education,Unmapped,,,SRC001
358,T0358,Scheduled Automation (매일 오전 9시 등 정기 작업),Workflow Automation,Unmapped,,,SRC001
359,T0359,Scheduler (정기 자동화 실행),Workflow Automation,Unmapped,,,SRC001
360,T0360,Schema Linking / Text-to-Query (BXG에서 Table·Column 선별 후 Query하는 구조와 밀접하지만 구체 구현방식·언어는 자료에 명시되지 않음),AI / LLM Engineering,Unmapped,,,SRC001
361,T0361,Secret Management (API Key·Credential 관리),Cloud Engineering,Unmapped,,,SRC001
362,T0362,Security Policy/Cloud Security Control (보안이 구축 요소로 명시되지만 구체 보안 제품·정책은 자료에 없음),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
363,T0363,Self-Service BI (사용자가 Power BI에서 직접 Drill-down·분석),User-centered / Iterative Development,Unmapped,,,SRC001
364,T0364,Semantic Model (Power BI/BI에서 비즈니스 의미를 일관되게 표현하는 계층과 밀접하나 자료에 직접 명시되지 않음),BI / Generative BI,Unmapped,,,SRC001
365,T0365,"Semantic Model, OLAP, Measure/KPI, 집계, 다차원 분석",Semantic Modeling / OLAP,Unmapped,,,SRC001
366,T0366,Server Development (AI·업무 시스템),Backend Engineering,Unmapped,,,SRC001
367,T0367,"Serverless (Azure/AWS, Cloud Infrastructure)",Cloud Engineering,Unmapped,,,SRC001
368,T0368,Shuffle (Spark 성능 병목의 핵심 요소),Distributed Computing,Unmapped,,,SRC001
369,T0369,Similarity Search (Qdrant Vector 검색의 직접적인 검색 메커니즘),Information Retrieval / Search Engineering,Unmapped,,,SRC001
370,T0370,"Snowflake (Data Platform, Multi-Cloud 환경, 데이터 분석 기반)",Data Engineering,Unmapped,,,SRC001
371,T0371,"Snowflake (Multi-Cloud Data Platform, 구축 경험)",Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
372,T0372,Snowflake 공식 Partnership 기반 구축 경험,Technology Partnership / Certification,Unmapped,,,SRC001
373,T0373,Source Attribution (검색 결과의 근거·출처를 사용자에게 제시하는 계층과 직접 연결),Information Retrieval / Search Engineering,Unmapped,,,SRC001
374,T0374,Source Citation/Grounding (문서검색형에서 출처 기반 정보탐색·필요 시 출처 제공이 확인됨),AI / LLM Engineering,Unmapped,,,SRC001
375,T0375,Spark Memory (Spark 성능),Performance Engineering,Unmapped,,,SRC001
376,T0376,"Spark 교육 (동작 원리, Data Processing, 분산 최적화, SQL)",Technical Education,Unmapped,,,SRC001
377,T0377,"Spark 분산처리 (Apache Spark, 분산 환경 최적화, 데이터 처리)",Distributed Computing,Unmapped,,,SRC001
378,T0378,Spatial Anchor (가상 Object의 위치 유지),Mixed Reality,Unmapped,,,SRC001
379,T0379,Spatial Coordinate System (현실과 Virtual Object 위치 일치),Mixed Reality,Unmapped,,,SRC001
380,T0380,Spatial Mapping (현실 공간을 인식해 가상 콘텐츠를 배치하기 위해 필요),Mixed Reality,Unmapped,,,SRC001
381,T0381,Star/Snowflake Schema (BI Semantic Model 구성과 밀접하지만 자료에 모델링 방식은 없음),Semantic Modeling / OLAP,Unmapped,,,SRC001
382,T0382,"Storage Architecture / Storage Layer Design (Data Lake Gen2·Azure SQL·Cosmos DB는 직접 확인되지만, 고객별 구체 저장 아키텍처·배치 구조는 자료에 없음)",Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
383,T0383,Storage Tiering/Partitioning (대규모 Data Lake/DB 운영과 밀접하나 자료에 구체 방식은 없음),Data Storage / Database,Unmapped,,,SRC001
384,T0384,Structured Generation (업무 시스템과 생성 결과를 연결할 때 필요),Generative AI,Unmapped,,,SRC001
385,T0385,Structured Output (LLM 결과를 Backend·자동화에 안정적으로 전달하기 위해 밀접),Prompt Engineering,Unmapped,,,SRC001
386,T0386,"Synapse Analytics (Data Mart, 전사 통합 분석, 다차원 분석, 대규모 데이터 처리, BI용 데이터 제공)",Data Engineering,Unmapped,,,SRC001
387,T0387,"Synapse Analytics (전사 통합·다차원·대규모 분석, BI 데이터 공급)",Data Platform / Analytics Infrastructure,Unmapped,,,SRC001
388,T0388,"Teams AI Chatbot (OpenAI LLM, Q\&A, 분석)",Conversational Application,Unmapped,,,SRC001
389,T0389,"Teams AI Chatbot (OpenAI LLM, 사내 문서 Q\&A, 주식 분석)",Enterprise Integration,Unmapped,,,SRC001
390,T0390,"Teams Integration (휴가, 메뉴, 업무 요약, 생일)",Enterprise Integration,Unmapped,,,SRC001
391,T0391,Teams 업무환경 내 AI 서비스 제공,Conversational Application,Unmapped,,,SRC001
392,T0392,Technical Documentation System (검증 결과의 조직 내 재사용에 밀접),Technical R\&D,Unmapped,,,SRC001
393,T0393,Tenant/Workspace Isolation (Private GPT·기업 BI 서비스의 조직별 격리와 밀접하지만 자료에 상세 구현은 없음),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
394,T0394,"Text (MR Content, Meta-Solution)",Spatial Content,Unmapped,,,SRC001
395,T0395,Thresholding (정상/이상 판정 기준 필요),Anomaly Detection,Unmapped,,,SRC001
396,T0396,Token (LLM),Performance Engineering,Unmapped,,,SRC001
397,T0397,Token Counting (자료에서 Token을 직접 고려 대상으로 명시),Prompt Engineering,Unmapped,,,SRC001
398,T0398,Top-k Retrieval (검색 결과 중 LLM에 전달할 관련 문서를 선별해야 함),Information Retrieval / Search Engineering,Unmapped,,,SRC001
399,T0399,Topic/Intent 설계 (사용자 요청 유형 처리와 밀접),Conversational Application,Unmapped,,,SRC001
400,T0400,Train/Validation/Test Split (모델 개발·최적화 시 성능 검증 필요),Machine Learning,Unmapped,,,SRC001
401,T0401,Transformation (Spark),Data Engineering,Unmapped,,,SRC001
402,T0402,Trigger (자동화 시작 조건 필요),Workflow Automation,Unmapped,,,SRC001
403,T0403,TypeScript/JavaScript (PCF Component 구현의 핵심 Web 언어),Custom Low-code Extension,Unmapped,,,SRC001
404,T0404,Unity/C#/OpenXR/MRTK (HoloLens/MR 구현에 매우 밀접하지만 실제 사용 여부는 자료로 확인 불가),Mixed Reality,Unmapped,,,SRC001
405,T0405,Usage Analytics (사용자가 실제 기능을 쓰는지 정량 파악하는 데 필요),User-centered / Iterative Development,Unmapped,,,SRC001
406,T0406,Validation Rule (자동 처리 전 데이터 오류 검증에 필요),Reliability / Human-error Prevention,Unmapped,,,SRC001
407,T0407,"Vector Database (Qdrant, RAG, 검색 정확도)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
408,T0408,Vendor Enablement/Partner Training (공식 Partner 역량 유지와 밀접하나 구체 프로그램은 자료에 없음),Technology Partnership / Certification,Unmapped,,,SRC001
409,T0409,Versioning (운영/실험 버전 분리),DevOps / CI/CD,Unmapped,,,SRC001
410,T0410,Webhook (이벤트 기반 통합에 사용 가능하나 실제 사용 여부는 불명),Workflow Automation,Unmapped,,,SRC001
411,T0411,Workflow (Teams 자동 전달),Workflow Automation,Unmapped,,,SRC001
412,T0412,"asyncio (Python, FastAPI, Backend)",Async Programming,Unmapped,,,SRC001
413,T0413,"asyncio (Python, FastAPI, 비동기 처리, 응답 속도, Resource 사용량)",Backend Engineering,Unmapped,,,SRC001
414,T0414,개발·유지 비용 (고사양 Cluster),Cost Optimization,Unmapped,,,SRC001
415,T0415,개발자가 선제적으로 개선 방향 제시 (운영 경험),User-centered / Iterative Development,Unmapped,,,SRC001
416,T0416,개인정보 제거를 통한 메시지 개선 (휴가 자동화에서 이름·휴대폰 번호 노출 부담 대응),Privacy / Enterprise Security / Data Handling,Unmapped,,,SRC001
417,T0417,"검색 엔진 (RAG 챗봇, 문서 검색, 질문 전처리, 검색 정확도)",Information Retrieval / Search Engineering,Unmapped,,,SRC001
418,T0418,"검색 정확도 (RAG, LangChain, LlamaIndex, Qdrant)",Performance Engineering,Unmapped,,,SRC001
