TechnologyId,TechnologyName
T0324,"Prompt 구조 설계 (OpenAI API, 비즈니스 요구, 응답 최적화)"
T0325,Pull/Merge Request (Code Review 후 Branch 병합에 필요)
T0326,"Python Backend (FastAPI, asyncio, LLM 연동)"
T0327,"Q\&A Bot (사내 문서, LLM)"
T0328,"Qdrant (Vector DB, LangChain, LlamaIndex, RAG)"
T0329,"RAG (문서 검색, 검색 엔진, LangChain, LlamaIndex, Qdrant, Vector DB, Prompt Engineering)"
T0330,REST API (Backend와 AI·외부 시스템 연동에 밀접)
T0331,RISE with SAP + Azure (삼성물산)
T0332,RISE with SAP + Azure (삼성물산: On-Premise ERP → 글로벌 표준 Cloud ERP)
T0333,RISE with SAP + Azure + Power Platform 연계 (ERP Cloud 전환 후 현장업무 개선)
T0334,"RISE with SAP + Azure 연계 사례 (삼성물산: 국내 맞춤형 On-Premise ERP → 글로벌 표준 Cloud ERP, 이후 Power Platform 현장업무 개선·Azure 서비스 확장 기반)"
T0335,RISE with SAP + Azure를 통한 IT 운영효율 향상
T0336,Report Scheduling/Subscription (정기 보고서 배포와 밀접하지만 자료에 기능명이 직접 명시되지 않음)
T0337,Repository (공동 Code Base 관리)
T0338,Reproducible Environment (수강자가 동일한 결과를 재현하도록 하는 데 중요)
T0339,Resource Right-sizing (성능에 맞는 Compute 규모 선정)
T0340,Resource Usage (Backend 비동기 처리)
T0341,Resource Usage (비동기 처리)
T0342,Retry Mechanism (자동화 실패 시 재실행에 밀접)
T0343,Root Cause Analysis (장애 원인 분석 및 재발 방지와 밀접하나 자료에 직접 명시되지 않음)
T0344,Root Cause Analysis (장애 재발 방지와 밀접하나 구체 프로세스는 자료에 없음)
T0345,Row-Level Security / Hierarchical Authorization (사용자·조직 계층에 따른 보고 범위 통제와 밀접하지만 자료에 구현기술명이 없음)
T0346,Row-Level/Hierarchical BI Security (Embedded BI에서 본인·하위조직 실적만 보도록 권한 통제한 사례와 밀접; 구체 구현기술은 자료에 없음)
T0347,"SK텔레콤: 데이터 문의 채널 통합, 요청 유형 자동분류, AI 기반 검색·요약"
T0348,SLA/SLO (전담 기술지원의 서비스 수준을 정의하는 체계와 밀접하나 자료에는 없음)
T0349,SQL (Spark 데이터 처리)
T0350,SSAS / Azure Analysis Service의 집계·다차원/Semantic Model을 통한 BI 응답속도·분석 편의성 향상
T0351,SSAS / SQL Server Analysis Services (넷마블: 게임 KPI 등 다차원 분석)
T0352,"SSIS (Microsoft On-Premise ETL 계층, 게임·호텔 분석 데이터 준비)"
T0353,"SSIS (Microsoft On-Premise ETL, 게임·호텔 분석 데이터 준비)"
T0354,"SSIS 확인 효과 (반복 데이터처리 자동화, 분석용 데이터 공급)"
T0355,SSO/Federated Identity (Portal·외부/대규모 사용자 접근과 밀접하나 인증 방식은 자료에 없음)
T0356,SSRS / SQL Server Reporting Services (한무컨벤션 사례)
T0357,Sample Dataset/Project (Spark·CV·ML 실습에 필요)
T0358,Scheduled Automation (매일 오전 9시 등 정기 작업)
T0359,Scheduler (정기 자동화 실행)
T0360,Schema Linking / Text-to-Query (BXG에서 Table·Column 선별 후 Query하는 구조와 밀접하지만 구체 구현방식·언어는 자료에 명시되지 않음)
T0361,Secret Management (API Key·Credential 관리)
T0362,Security Policy/Cloud Security Control (보안이 구축 요소로 명시되지만 구체 보안 제품·정책은 자료에 없음)
T0363,Self-Service BI (사용자가 Power BI에서 직접 Drill-down·분석)
T0364,Semantic Model (Power BI/BI에서 비즈니스 의미를 일관되게 표현하는 계층과 밀접하나 자료에 직접 명시되지 않음)
T0365,"Semantic Model, OLAP, Measure/KPI, 집계, 다차원 분석"
T0366,Server Development (AI·업무 시스템)
T0367,"Serverless (Azure/AWS, Cloud Infrastructure)"
T0368,Shuffle (Spark 성능 병목의 핵심 요소)
T0369,Similarity Search (Qdrant Vector 검색의 직접적인 검색 메커니즘)
T0370,"Snowflake (Data Platform, Multi-Cloud 환경, 데이터 분석 기반)"
T0371,"Snowflake (Multi-Cloud Data Platform, 구축 경험)"
T0372,Snowflake 공식 Partnership 기반 구축 경험
T0373,Source Attribution (검색 결과의 근거·출처를 사용자에게 제시하는 계층과 직접 연결)
T0374,Source Citation/Grounding (문서검색형에서 출처 기반 정보탐색·필요 시 출처 제공이 확인됨)
T0375,Spark Memory (Spark 성능)
T0376,"Spark 교육 (동작 원리, Data Processing, 분산 최적화, SQL)"
T0377,"Spark 분산처리 (Apache Spark, 분산 환경 최적화, 데이터 처리)"
T0378,Spatial Anchor (가상 Object의 위치 유지)
T0379,Spatial Coordinate System (현실과 Virtual Object 위치 일치)
T0380,Spatial Mapping (현실 공간을 인식해 가상 콘텐츠를 배치하기 위해 필요)
T0381,Star/Snowflake Schema (BI Semantic Model 구성과 밀접하지만 자료에 모델링 방식은 없음)
T0382,"Storage Architecture / Storage Layer Design (Data Lake Gen2·Azure SQL·Cosmos DB는 직접 확인되지만, 고객별 구체 저장 아키텍처·배치 구조는 자료에 없음)"
T0383,Storage Tiering/Partitioning (대규모 Data Lake/DB 운영과 밀접하나 자료에 구체 방식은 없음)
T0384,Structured Generation (업무 시스템과 생성 결과를 연결할 때 필요)
T0385,Structured Output (LLM 결과를 Backend·자동화에 안정적으로 전달하기 위해 밀접)
T0386,"Synapse Analytics (Data Mart, 전사 통합 분석, 다차원 분석, 대규모 데이터 처리, BI용 데이터 제공)"
T0387,"Synapse Analytics (전사 통합·다차원·대규모 분석, BI 데이터 공급)"
T0388,"Teams AI Chatbot (OpenAI LLM, Q\&A, 분석)"
T0389,"Teams AI Chatbot (OpenAI LLM, 사내 문서 Q\&A, 주식 분석)"
T0390,"Teams Integration (휴가, 메뉴, 업무 요약, 생일)"
T0391,Teams 업무환경 내 AI 서비스 제공
T0392,Technical Documentation System (검증 결과의 조직 내 재사용에 밀접)
T0393,Tenant/Workspace Isolation (Private GPT·기업 BI 서비스의 조직별 격리와 밀접하지만 자료에 상세 구현은 없음)
T0394,"Text (MR Content, Meta-Solution)"
T0395,Thresholding (정상/이상 판정 기준 필요)
T0396,Token (LLM)
T0397,Token Counting (자료에서 Token을 직접 고려 대상으로 명시)
T0398,Top-k Retrieval (검색 결과 중 LLM에 전달할 관련 문서를 선별해야 함)
T0399,Topic/Intent 설계 (사용자 요청 유형 처리와 밀접)
T0400,Train/Validation/Test Split (모델 개발·최적화 시 성능 검증 필요)
T0401,Transformation (Spark)
T0402,Trigger (자동화 시작 조건 필요)
T0403,TypeScript/JavaScript (PCF Component 구현의 핵심 Web 언어)
T0404,Unity/C#/OpenXR/MRTK (HoloLens/MR 구현에 매우 밀접하지만 실제 사용 여부는 자료로 확인 불가)
T0405,Usage Analytics (사용자가 실제 기능을 쓰는지 정량 파악하는 데 필요)
T0406,Validation Rule (자동 처리 전 데이터 오류 검증에 필요)
T0407,"Vector Database (Qdrant, RAG, 검색 정확도)"
T0408,Vendor Enablement/Partner Training (공식 Partner 역량 유지와 밀접하나 구체 프로그램은 자료에 없음)
T0409,Versioning (운영/실험 버전 분리)
T0410,Webhook (이벤트 기반 통합에 사용 가능하나 실제 사용 여부는 불명)
T0411,Workflow (Teams 자동 전달)
T0412,"asyncio (Python, FastAPI, Backend)"
T0413,"asyncio (Python, FastAPI, 비동기 처리, 응답 속도, Resource 사용량)"
T0414,개발·유지 비용 (고사양 Cluster)
T0415,개발자가 선제적으로 개선 방향 제시 (운영 경험)
T0416,개인정보 제거를 통한 메시지 개선 (휴가 자동화에서 이름·휴대폰 번호 노출 부담 대응)
T0417,"검색 엔진 (RAG 챗봇, 문서 검색, 질문 전처리, 검색 정확도)"
T0418,"검색 정확도 (RAG, LangChain, LlamaIndex, Qdrant)"
T0419,"검색 정확도 개선 (LangChain, LlamaIndex, Qdrant, 질문 Reformatting)"
T0420,고객 환경별 커스터마이징 (보안·Data/AI 환경을 기업 요구에 맞게 설계)
T0421,고객 환경에 맞춘 지속 운영 지원
T0422,기능 반영 (검증된 기술을 실제 기능에 적용)
T0423,기업 규모·도입 목적별 적용 사례 및 Consulting
T0424,기업 내부 정형/비정형 데이터의 AI·BI 활용
T0425,기업 데이터 자연어 Q&A 및 BXG 분석형 대화 인터페이스
T0426,기업 데이터 질의응답·사내 통합 GPT·문서검색 챗봇
T0427,"기업 정형데이터 자연어 분석 (DRB동일·HL만도·성우하이텍·흥아·SJG세종·CTR 계열, 이마트24, LG전자 사례)"
T0428,기존 경험·수기 중심 예측의 데이터화 및 예측 정확성 향상
T0429,기존 국내 맞춤형 On-Premise ERP → Cloud 기반 글로벌 표준 ERP
T0430,내부 기술 문서 정리 (Power Platform)
T0431,"누구나 쉽게 활용 가능한 BI 환경 (Generative BI, 자연어 기반 분석)"
T0432,누락 방지 (생일 공지 등)
T0433,다양한 산업군 적용
T0434,대덕전자 Power Platform 적용: 보고 → 분석 → 승인 사이 반복업무 자동화
T0435,데이터 Self-Service (Azure OpenAI + BXG로 비IT 현업이 기업 정형데이터 직접 분석)
T0436,데이터 수집·분석 (비즈니스 맞춤형 Data Platform의 직접 처리 범위)
T0437,"데이터 접근 (Portal 조회, 모바일 보고서, Embedded BI, 사용자별 보고서)"
T0438,데이터 정합성 확보 (Azure Data Platform 도입 성과)
T0439,도입 전·후 고객 맞춤형 기술지원
T0440,도입 전·후 고객 맞춤형 지원
T0441,도입 전·후 고객 맞춤형 지원 및 고객사 환경 최적화 교육
T0442,도입 후 고객 맞춤형 실무 교육 (고객사 환경에 최적화된 실습 중심 교육)
T0443,딥러닝 기반 Computer Vision (이상 탐지 시스템 개발·배포)
T0444,"딥러닝 모델 개발 (Computer Vision, 이상 탐지, AI 모델 개발)"
T0445,"문서 검색 (RAG, 사용자 질문, Q\&A)"
T0446,"문서·지식 검색형 확인 효과 (검색시간 감소, 정보 접근성 향상, 자료 통합, 업무효율 향상)"
T0447,문서검색형·정형데이터 분석형 처리로 이어지는 질의 해석 흐름 (처리 흐름은 직접 확인되나 Prompt 기반 분기 구현 여부는 미특정)
T0448,반복 업무 자동화 (사람의 주관이 필요 없는 업무)
T0449,별도 Experimental Branch (신규·실험 기능 검증)
T0450,보고서 등록·수정·사전검토·공유 등 Content Governance
T0451,보안 (Data & AI 구축 경험의 핵심 고려사항으로 명시)
T0452,보안 고려 (Data & AI 구축 경험의 구성 요소)
T0453,"분산 환경 (Spark, 최적화)"
T0454,"비동기 프로그래밍 (응답 속도, Resource 사용량)"
T0455,비용 절감 Consulting
T0456,비즈니스/고객 맞춤형 Platform·Consulting (기업 규모·도입 목적에 맞춘 적용)
T0457,"사내 DB (휴가 데이터, Teams 연동)"
T0458,사내 DB 데이터 활용 (휴가 등 내부 정보)
T0459,사용자 Feedback 기반 개선 (휴가 시스템)
T0460,"사용자 관리 (등록·미등록 사용자, 사용자별 보고서, 조직/계층별 접근제어)"
T0461,"사용자 니즈 기반 자동화 (메뉴, 휴가, 주간 업무, 생일)"
T0462,삼성물산: ERP Cloud 전환과 Power Apps를 결합해 현장업무 프로세스 개선
T0463,생산 데이터 기반 영향 인자 분석·변수 간 연관도 분석·생산수율 예측
T0464,"생성형 AI (AI 솔루션 개발, 백엔드 개발)"
T0465,성능 대비 비용 효율성 (BD팀 기술 도입 기준)
T0466,신규 기능 테스트 (Power Platform)
T0467,실수 방지 시스템 (자동화를 통한 Human Error 감소)
T0468,실시간 분석 (Data Platform의 분석 요구; 처리 성능·지연 관리와 연결)
T0469,실시간 분석 (End-to-End Roadmap의 분석 기능)
T0470,"실제 분석 업무 (게임 KPI, 판매분석, Transaction 분석)"
T0471,실제 사용 여부 중시 (서비스 운영)
T0472,실제 업무 영역 (건설·글로벌 프로젝트 ERP)
T0473,실험 기능 별도 Branch Test (Azure DevOps 개발 방식)
T0474,"업무 자동화 (메뉴 수집, 휴가, 주간 업무 요약, 생일 알림)"
T0475,예측 결과의 BI/업무 적용
T0476,운영 리포트 및 비용 최적화 지원
T0477,운영 리포트 및 비용 최적화 지원 (Cloud/Data/AI 운영 단계)
T0478,운영 비용 (AI Model 구축·배포)
T0479,"운영관리 (로그·권한·보고서 관리, 자동화 기능)"
T0480,원천 시스템: ERP·MES·CRM·POS·SAP·HR·Excel·Legacy DB
T0481,"응답 품질 (Prompt, Parameter Tuning, LLM 후처리)"
T0482,"이상 탐지 (Computer Vision, Deep Learning, 개발부터 배포)"
T0483,"이상 탐지 시스템 (Spark, Databricks, MLflow, 모델 최적화·배포)"
T0484,"자동 알림 (휴가, 생일, Teams)"
T0485,자연어 기반 Insight 도출 (사용자가 자연어로 분석 결과를 빠르게 획득)
T0486,장애 대응 등 전담 기술지원
T0487,장애 대응 및 전담 기술지원 (Azure 및 Cloud 환경 실시간 대응 체계)
T0488,저비용 Computing Resource 활용 (Spark 원리·Memory 관리)
T0489,전사적 데이터 활용 체계 구축
T0490,전사적 데이터 활용 체계 구축 (기업 전체 데이터 활용 기반)
T0491,정기 리포트 제공
T0492,정기 리포트 제공 및 비용 절감 컨설팅
T0493,정기 무료 교육 프로그램 (매월 누구나 참여 가능한 실무 중심 Open Session)
T0494,정형 보고 자동화
T0495,"질문 Reformatting (모호·비정형 질문, GPT, 검색 정확도)"
T0496,"질문 전처리 (GPT, 문서 검색, 검색 정확도)"
T0497,최신 Library Review (AI Backend)
T0498,최신 Paper Review (AI Backend)
T0499,"출처 기반 문서·지식 검색 (Azure OpenAI/GPT-4, 사내 문서·자료 검색, 필요한 정보 신속 탐색)"
T0500,콘텐츠 관리 (보고서 등록·수정·사전검토·신규 콘텐츠 생성·공유)
T0501,"한국암웨이: 수만 명 판매사 대상, 본인/하위조직 실적만 조회하도록 권한 통제"
T0502,향후 ML·DL·Generative AI·Speech Recognition·MLOps·AI Model Serving 교육 계획
T0503,현업 중심의 빠른 구현 (Power Platform)
T0504,호텔·경영 보고
T0505,혼합현실 콘텐츠 제작 (Text/Image/3D 배치)
T0506,"확인 효과 (개발시간 단축, 수작업 감소, 현업 중심 프로세스 혁신)"
T0507,"확인 효과 (검색시간·탐색비용 감소, 정보 접근성 향상, 자료 통합, 업무효율 향상)"
T0508,"확인 효과 (글로벌 프로세스 표준화, IT 운영효율 향상)"
T0509,"확인 효과 (데이터 엔지니어 의존 감소, 분석시간 단축, 비IT 현업 데이터 활용 증가; LG전자 업무 생산성 30% 이상 향상)"
T0510,"확인 효과 (데이터 정합성 확보, 수작업 데이터 수집 제거, 확장 가능한 분석 인프라 확보)"
T0511,"확인 효과 (보고 자동화, 작성시간 단축, 데이터 오류 감소·정합성 향상, 분석 적시성·의사결정 속도 향상, Self-Service 분석)"
T0512,"확인 효과 (빠른 다차원 분석, BI 응답속도·분석 편의성 향상)"
T0513,"확인 효과 (정보 접근성·BI 접근성 향상, 분석시간 단축, 비IT 활용 증가, 현업 중심 프로세스 혁신)"
T0514,"확인된 AX 성과 범주 (수작업·데이터 요청 감소, 분석·보고 적시성 향상, Self-Service 확대, 글로벌 프로세스 표준화, IT 운영효율 향상)"
T0515,확인된 비즈니스 효과 사례 (LG전자: 기업 내부 정형데이터 자연어 분석 적용 후 자료상 업무 생산성 30% 이상 향상)
